idx,first_piece,reference_second_piece,guided_output,general_output,rougeL_guided,rougeL_general,delta_guided_minus_general
227,"🤜Welcome to the amazing and fun fighting game for free. 🤛🏋️Be ready to become the one punch man in the street of rage where you have to become a good street fighter to beat up all the enemy city fighters.🏋️Let's join punching games and finish all the fight quest and punch quest. Let's swipe punch and swipe fight, bring your fists to the clash brawl gang fight. It's fun to beat them up.How to play:- Hold and drag to play! DON'T TAP!!- Move to fight the gang beast.- Move to avoid rockets and become a brilliant city fighter! Three main reasons to start the game immediately.✓ It combines running and fighting and top HIT music!!","✓ No high-skill level is required. It's for everyone to play.✓ Multiple weapons, items, and characters to collect.Gang beasts are in the rage street, what are you waiting for? Come and fight!!!__________________Clash Gang: Epic Beat Em is from Amanotes, the top music games publisher in the world, with over one billion downloads. Music lovers can interact with thousand of songs through our different apps. Why just listen to music, if you can also play with it? At Amanotes, we believe that “everyone can music!”.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
228,"Candy simply-Fi App allows you to communicate with your appliance. Beside assisting in carrying out daily activities ""Candy simply-Fi"" increases functionality making your product or the set of products more intelligent and performing. To take advantage from Candy simply-Fi functionality you need to acquire one or more appliances equipped with Candy Wi-Fi connected technology (Smart Fi+, Smart Fi) or Smart Touch) and a compatible device.(*) Product range manageable via Candy simpy-Fi App includes Washing machines, Washerdryers, Tumble Dryers, Dishwashers, Refrigerators, Ovens, Hobs and Hoods.With the integrated Demo mode you can explore most of the functionality of Candy simply-Fi App, before purchasing an appliance of the range.More information available in www.candysimplyfi.com and www.candysmarttouch.com.If you need support, please contact your local Candy Customer Service (you can find the references on the official website), or write us: support@candy-hoover.com (**)Please remember to specify:- problem details- product serial number- model of your smartphone/tablet- App version- Operating System version of your smartphone/tablet(*) Interaction with Smart Touch products is limited on Android smartphones without NFC technology, on all tablets and all no-Android devices.","However, you can access additional contents, quick links with assistance and manuals.(**) Service available in Italian and English",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
229,"Download the JLab Audio Burn-in Tool App for free to use our proprietary process to tune your new headphones (any brand) to achieve their optimal sound. Plus shop JLab Audio's award-winning earbuds, headphones and Bluetooth speakers on the go. Be ahead of the game with exclusive deals and discounts on various JLab earbuds, headphones and speakers.","Access how-to guides, help articles, including how to pair or connect to your headphones.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
230,"Enjoy playing on live crane machines and getting real prizes in arcades? Get the same feeling by playing Figure Out --- the online 100% REAL claw machine game. You can catch real anime figures for Cosplay, manga, and anime fans anytime anywhere. The anime figures you win will be delivered right to your home.Features:* New figures and statue prizes every day!* Promotions and discounts every week!* High Success Rate to win!* Quick reply to your needs!* Prizes with fast delivery!The awesome figure prizes are waiting for you.",Install and play now!,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
231,"Hey! You've just found the treasure App Gemgala. Gemgala is a social app designed to provide users with an interactive gaming experience while also allowing them to make new friends. 🌟🌟🌟🌟🌟🌟Game:· Features a variety of friendly games for you.· Lucky Race 🚗, Lucky Card ♠️, Lucky Number 🔢 and so on. · Exchange gaming experiences and create new connections.Party:· Create and join multiplayer voice party rooms with multiple games.· Up to 8 people can chat at the same time.· Users can switch games freely while chatting.· Send and receive a variety of gifts.","· Invite friends to play together.🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟🌟You can connect with people from all over the world on Gemgala, an interesting social gaming platform. Chat, socialize, and play interesting games. Now it's time to start playing and making new friends. Download Gemgala for free and enjoy your leisure time now! We strive to make you happy and welcome your feedback. We are eager to hear your complaints and suggestions.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
232,"Welcome to Ball Cannot Stop.Ball Cannot Stop is a game in which you play as a forever moving ball that needs to jump over obstacles, such as spikes and arrows, to complete the level. Levels are short, unique and intense. During the levels you can also collect coins - an in-game currency that can be used in the in-game shop to buy balls! Every ball is completely unique. Story of the game: It is math class. Teacher is talking about geometry and shapes. One student was bored, he started drawing in his notebook. When the teacher spoke about circles, the student had an idea.","He thought about a game. He took a paper from his notebook and started drawing platforms and circles. Now you are the player of his game.Currently, there is a total of 5 levels and 15 balls in the game. But worry not - new updates are on the way and the game is far from complete! Every update will add more content to the game, including new levels and balls, as well as bug fixes!",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0133,0.0133,0.0
233,"PLEASE NOTEThis app requires you to sign in using interviewer credentials for the Nfield CAPI for Android data collection platform.INTRODUCTIONNfield CAPI for Android is the face-2-face interviewing app for NIPO’s Nfield data collection platform. Nfield is the leading survey solution for the market research. Every day over 10,000 interviewers worldwide use an Nfield product to conduct market research surveys.Nfield CAPI includes everything required for interviewers to manage and complete any interviews assigned to them by a market research company.Nfield CAPI was designed to support tablets using Android 8.1 or later, although we recommend using more recent version of Android.","For guidance on the best device options, please check our device guidance: https://www.nipo.com/select-the-right-devices-for-your-capi-projects",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
234,"The SDS BinderWorks® Mobile App bridges the gap between the SDS BinderWorks® website and your remote employees.When it comes to complying with the OSHA Hazard Communication Standard, one of the biggest challenges employers face is how to make their Safety Data Sheets (SDSs) available to employees.Highlights of the SDS BinderWorks Mobile AppHarness the power of today’s Android mobile technology.Provide ALL employees with immediate access to your company’s","managed SDSs – ANYTIME, ANYWHERE!No internet connection – no problem!* Your Company-Wide SDS Inventory is stored locally on your device.Unparalleled update process – With the push of a button, update your saved company SDSs to the most current version available in your SDS BinderWorks account.* Internet connection is required for initial app setup, SDS update downloads and access to the full SDS BinderWorks database.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0156,0.0156,0.0
235,Over 15 different truck sounds.Just press the button and listen to all the sounds.Longclick to save the sounds to a local folder to use in other apps !Longclick to save as notification soundLongclick to save as ringtone sound.Loop sounds with the loop button at the top.Any suggestions or questions ?,Be sure to mails us !Have fun and enjoy,[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
236,"Chinese VocabularyIf you are looking for an app to improve your Chinese communication, vocabulary skill and help you speak more fluently, this application is suitable for you. This app is an free offline application to help you learn Chinese vocabulary with a simple and efficient way.Chinese vocabulary helps you learn vocabulary effectively step by step that will give visitors to China and those who are interested in learning Chinese a good start in the language.FEATURES:* 2000+ words and phrases.* Carefully translated list of essential phrases• Easy to store and manage your favorite items• Pretty","UI, simple and user-friendly, support multi language• Huge amount of audio content* Remind learn words or phrases* No internet connection required* Speak Chinese* Listening* Testing* RecorderWe divide Chinese vocabulary into many categories and you can easily learn Chinese vocabulary by categories.*Easy to use, easy to understand, easy to practice!*Improve quickly listening skills, gain more useful and practical Chinese.*No internet connection required.Developed by Awabe.",[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',[LLM_ERROR] 'OpenAIClient' object has no attribute 'complete',0.0,0.0,0.0
